old_image,new_image,coordinates,content,
1730128794.png,inpainted_1730128794.png,"[[218, 1884], [594, 1884], [594, 1960], [218, 1960]]","成力絕症患者,"
1730128795.png,inpainted_1730128795.png,"[[591, 146], [830, 146], [830, 224], [591, 224]]",沒能得到
1730128795.png,inpainted_1730128795.png,"[[593, 218], [842, 218], [842, 296], [593, 296]]",家八的愛.
1730128795.png,inpainted_1730128795.png,"[[206, 1234], [650, 1234], [650, 1308], [206, 1308]]",還有阿斯拉寒誤會
1730128795.png,inpainted_1730128795.png,"[[208, 1302], [650, 1302], [650, 1374], [208, 1374]]",契約戀爰這件事儿
1730128799.png,inpainted_1730128799.png,"[[382, 222], [930, 222], [930, 294], [382, 294]]",就連我被綁架阿斯拉寒
1730128799.png,inpainted_1730128799.png,"[[460, 290], [852, 290], [852, 362], [460, 362]]",要面對這種困境
1730128799.png,inpainted_1730128799.png,"[[414, 1134], [720, 1134], [720, 1206], [414, 1206]]",都是我的錯.
1730128800.png,inpainted_1730128800.png,"[[344, 836], [720, 836], [720, 914], [344, 914]]",我不是說了嘛
1730128800.png,inpainted_1730128800.png,"[[412, 912], [686, 912], [686, 988], [412, 988]]",讓你回去!
1730128800.png,inpainted_1730128800.png,"[[572, 1799], [691, 1783], [695, 1848], [577, 1864]]",扑暹
1730128800.png,inpainted_1730128800.png,"[[230, 2330], [291, 2315], [322, 2455], [261, 2470]]",瑟
1730128812.png,inpainted_1730128812.png,"[[419, 1474], [689, 1474], [689, 1542], [419, 1542]]",應該能卸掉
1730128812.png,inpainted_1730128812.png,"[[411, 1543], [703, 1543], [703, 1609], [411, 1609]]",一只賂膊吧?
1730128812.png,inpainted_1730128812.png,"[[426, 1890], [452, 1890], [452, 1956], [426, 1956]]",3
1730128812.png,inpainted_1730128812.png,"[[479, 103], [601, 87], [606, 153], [484, 170]]",扑遍
1730128812.png,inpainted_1730128812.png,"[[721, 2042], [783, 2049], [759, 2231], [697, 2224]]",尷
1730128815.png,inpainted_1730128815.png,"[[305, 765], [525, 765], [525, 831], [305, 831]]",揮劍的話
1730128815.png,inpainted_1730128815.png,"[[278, 831], [544, 831], [544, 897], [278, 897]]",會嚇到我的
1730128815.png,inpainted_1730128815.png,"[[657, 2089], [923, 2089], [923, 2157], [657, 2157]]",也許會刺到
1730128815.png,inpainted_1730128815.png,"[[702, 2155], [891, 2155], [891, 2223], [702, 2223]]",公主哦.
1730128817.png,inpainted_1730128817.png,"[[270, 666], [517, 666], [517, 734], [270, 734]]",怎么不動?
1730128817.png,inpainted_1730128817.png,"[[204, 1620], [252, 1620], [252, 1670], [204, 1670]]",巨
1730128817.png,inpainted_1730128817.png,"[[244, 1618], [294, 1618], [294, 1698], [244, 1698]]",>
1730128817.png,inpainted_1730128817.png,"[[287, 1655], [407, 1655], [407, 1763], [287, 1763]]",嗦
1730128817.png,inpainted_1730128817.png,"[[886, 1674], [910, 1674], [910, 1714], [886, 1714]]",0
1730128817.png,inpainted_1730128817.png,"[[888, 1718], [914, 1718], [914, 1756], [888, 1756]]",8
1730128817.png,inpainted_1730128817.png,"[[545, 1975], [727, 1975], [727, 2043], [545, 2043]]",你的話.
1730128817.png,inpainted_1730128817.png,"[[749, 1975], [921, 1975], [921, 2043], [749, 2043]]",那些/
1730128817.png,inpainted_1730128817.png,"[[545, 2041], [925, 2041], [925, 2109], [545, 2109]]",都不夠你殺的啊
1730128817.png,inpainted_1730128817.png,"[[616, 983], [638, 962], [704, 1035], [682, 1056]]",8
1730128817.png,inpainted_1730128817.png,"[[686, 1063], [715, 1044], [768, 1129], [740, 1148]]",6
1730128819.png,inpainted_1730128819.png,"[[317, 695], [535, 695], [535, 763], [317, 763]]",因力我在
1730128819.png,inpainted_1730128819.png,"[[317, 762], [561, 762], [561, 830], [317, 830]]",受到威脅?
1730128819.png,inpainted_1730128819.png,"[[484, 1889], [853, 1889], [853, 1957], [484, 1957]]",是怕我受份害才
1730128819.png,inpainted_1730128819.png,"[[495, 1954], [849, 1954], [849, 2022], [495, 2022]]",放棄賂膊的嗎?
1730128819.png,inpainted_1730128819.png,"[[337, 1300], [606, 1343], [575, 1494], [305, 1451]]",猛地
1730128821.png,inpainted_1730128821.png,"[[286, 63], [585, 63], [585, 135], [286, 135]]",也不是傻子.
1730128821.png,inpainted_1730128821.png,"[[250, 130], [597, 130], [597, 207], [250, 207]]",怎么能這樣啊
1730128821.png,inpainted_1730128821.png,"[[902, 832], [927, 832], [927, 873], [902, 873]]",0
1730128821.png,inpainted_1730128821.png,"[[829, 936], [867, 936], [867, 981], [829, 981]]",0
1730128821.png,inpainted_1730128821.png,"[[363, 1801], [538, 1801], [538, 1980], [363, 1980]]",喫
1730128821.png,inpainted_1730128821.png,"[[789, 362], [1056, 424], [1028, 523], [761, 462]]",Cae哆嗦
1730128821.png,inpainted_1730128821.png,"[[336, 924], [403, 859], [426, 891], [359, 956]]",C.o
1730128821.png,inpainted_1730128821.png,"[[813, 988], [977, 1029], [950, 1120], [786, 1079]]",哆嗦
1730128821.png,inpainted_1730128821.png,"[[305, 2255], [323, 2252], [335, 2353], [317, 2356]]",
1730128823.png,inpainted_1730128823.png,"[[397, 348], [757, 348], [757, 420], [397, 420]]",僅僅是因力我
1730128823.png,inpainted_1730128823.png,"[[481, 419], [670, 419], [670, 487], [481, 487]]",怎么能.
1730128823.png,inpainted_1730128823.png,"[[193, 1553], [478, 1553], [478, 1628], [193, 1628]]",我力什么會
1730128823.png,inpainted_1730128823.png,"[[191, 1625], [502, 1625], [502, 1698], [191, 1698]]",這么生气呢.
1730128823.png,inpainted_1730128823.png,"[[520, 2376], [861, 2376], [861, 2449], [520, 2449]]",埋怨阿斯拉寒
1730128823.png,inpainted_1730128823.png,"[[490, 2446], [907, 2446], [907, 2518], [490, 2518]]",的理由是什么呢.
1730128824.png,inpainted_1730128824.png,"[[283, 425], [564, 425], [564, 499], [283, 499]]",因力他輕易
1730128824.png,inpainted_1730128824.png,"[[293, 494], [557, 494], [557, 567], [293, 567]]",放棄生命?
1730128824.png,inpainted_1730128824.png,"[[332, 2106], [734, 2106], [734, 2178], [332, 2178]]",因力我讓他回去
1730128824.png,inpainted_1730128824.png,"[[327, 2175], [754, 2175], [754, 2250], [327, 2250]]",他卻沒听我的話?
1730128827.png,inpainted_1730128827.png,"[[460, 1278], [650, 1278], [650, 1350], [460, 1350]]",不是的
1730128827.png,inpainted_1730128827.png,"[[397, 1348], [690, 1348], [690, 1420], [397, 1420]]",不是那樣的
1730128827.png,inpainted_1730128827.png,"[[678, 1385], [696, 1385], [696, 1408], [678, 1408]]",0
1730128830.png,inpainted_1730128830.png,"[[344, 200], [738, 200], [738, 281], [344, 281]]",是因力我爰你.
1730128830.png,inpainted_1730128830.png,"[[287, 1592], [464, 1592], [464, 1660], [287, 1660]]",我爰你
1730128830.png,inpainted_1730128830.png,"[[117, 2329], [330, 2329], [330, 2539], [117, 2539]]",嗅
1730128830.png,inpainted_1730128830.png,"[[514, 2814], [851, 2814], [851, 2882], [514, 2882]]",所以才會生气
1730128830.png,inpainted_1730128830.png,"[[513, 2880], [870, 2880], [870, 2953], [513, 2953]]",你不珍惜自己.
1730128833.png,inpainted_1730128833.png,"[[119, 773], [574, 773], [574, 847], [119, 847]]","力了快要死了的我,"
1730128833.png,inpainted_1730128833.png,"[[149, 842], [560, 842], [560, 914], [149, 914]]",輕易地放棄生命.
1730128833.png,inpainted_1730128833.png,"[[240, 2761], [466, 2761], [466, 2829], [240, 2829]]",你也會對
1730128833.png,inpainted_1730128833.png,"[[239, 2825], [474, 2825], [474, 2900], [239, 2900]]",我生气嗎
1730128835.png,inpainted_1730128835.png,"[[515, 1475], [872, 1475], [872, 1549], [515, 1549]]",也會埋怨我嗎.
1730128835.png,inpainted_1730128835.png,"[[382, 2418], [685, 2418], [685, 2492], [382, 2492]]",希望你不會.
1730128872.png,inpainted_1730128872.png,"[[526, 948], [830, 948], [830, 1208], [526, 1208]]",回石
1730128874.png,inpainted_1730128874.png,"[[164, 396], [394, 396], [394, 464], [164, 464]]",阿斯拉寒
1730128874.png,inpainted_1730128874.png,"[[386, 434], [402, 434], [402, 455], [386, 455]]",0
1730128874.png,inpainted_1730128874.png,"[[7, 1714], [314, 1714], [314, 2028], [7, 2028]]",搖
1730128874.png,inpainted_1730128874.png,"[[681, 1871], [867, 1871], [867, 1944], [681, 1944]]",對不起.
1730128874.png,inpainted_1730128874.png,"[[852, 1909], [870, 1909], [870, 1932], [852, 1932]]",0
1730128874.png,inpainted_1730128874.png,"[[125, 1987], [407, 1987], [407, 2297], [125, 2297]]",晃
1730128876.png,inpainted_1730128876.png,"[[385, 1824], [728, 1824], [728, 1900], [385, 1900]]",反正我快死了
1730128876.png,inpainted_1730128876.png,"[[714, 1862], [738, 1862], [738, 1892], [714, 1892]]",1
1730128876.png,inpainted_1730128876.png,"[[384, 1894], [744, 1894], [744, 1966], [384, 1966]]",所以你別生气.
1730128877.png,inpainted_1730128877.png,"[[587, 1053], [783, 1053], [783, 1233], [587, 1233]]",咭
1730128941.png,inpainted_1730128941.png,"[[625, 0], [861, 0], [861, 17], [625, 17]]",7_1 [
1730128941.png,inpainted_1730128941.png,"[[90, 840], [478, 840], [478, 914], [90, 914]]",想要-直把我是
1730128941.png,inpainted_1730128941.png,"[[122, 908], [460, 908], [460, 982], [122, 982]]",絕症患者這件
1730128941.png,inpainted_1730128941.png,"[[120, 978], [460, 978], [460, 1052], [120, 1052]]",事儿隱瞞到底
1730128943.png,inpainted_1730128943.png,"[[509, 776], [898, 776], [898, 852], [509, 852]]",多次說自己不爰
1730128943.png,inpainted_1730128943.png,"[[508, 846], [902, 846], [902, 920], [508, 920]]",阿斯拉寒的理由
1730128943.png,inpainted_1730128943.png,"[[886, 878], [912, 878], [912, 910], [886, 910]]",0
1730128943.png,inpainted_1730128943.png,"[[301, 2261], [645, 2261], [645, 2304], [301, 2304]]",旦丹出升孚/;
1730128946.png,inpainted_1730128946.png,"[[463, 0], [643, 0], [643, 13], [463, 13]]",
1730128946.png,inpainted_1730128946.png,"[[213, 2162], [544, 2162], [544, 2240], [213, 2240]]",是因力我不自
1730128946.png,inpainted_1730128946.png,"[[216, 2232], [574, 2232], [574, 2303], [216, 2303]]",量力地做看夢.
1730128948.png,inpainted_1730128948.png,"[[659, 695], [893, 695], [893, 763], [659, 763]]",拉利埃特.
1730128948.png,inpainted_1730128948.png,"[[99, 927], [327, 927], [327, 1159], [99, 1159]]",抖
1730128948.png,inpainted_1730128948.png,"[[580, 1550], [794, 1550], [794, 1750], [580, 1750]]",抖
1730128948.png,inpainted_1730128948.png,"[[698, 1692], [916, 1692], [916, 1890], [698, 1890]]",抖
1730128948.png,inpainted_1730128948.png,"[[244, 1994], [272, 1994], [272, 2034], [244, 2034]]",/
1730128948.png,inpainted_1730128948.png,"[[488, 2030], [724, 2030], [724, 2102], [488, 2102]]",拉利埃特.
1730128948.png,inpainted_1730128948.png,"[[724, 2066], [776, 2066], [776, 2092], [724, 2092]]",o80
1730128948.png,inpainted_1730128948.png,"[[288, 1962], [360, 1910], [376, 1939], [305, 1991]]",Oo
1730128950.png,inpainted_1730128950.png,"[[212, 402], [446, 402], [446, 474], [212, 474]]",所以自己
1730128950.png,inpainted_1730128950.png,"[[214, 470], [470, 470], [470, 544], [214, 544]]",反復地說.
1730128950.png,inpainted_1730128950.png,"[[591, 1253], [873, 1253], [873, 1327], [591, 1327]]",說不要爰上
1730128950.png,inpainted_1730128950.png,"[[604, 1322], [844, 1322], [844, 1394], [604, 1394]]",阿斯拉寒.
1730128950.png,inpainted_1730128950.png,"[[131, 2239], [257, 2239], [257, 2303], [131, 2303]]",07
1730128952.png,inpainted_1730128952.png,"[[432, 482], [668, 482], [668, 554], [432, 554]]",拉利埃特.
1730128952.png,inpainted_1730128952.png,"[[349, 1359], [575, 1359], [575, 1431], [349, 1431]]",你也不要
1730128952.png,inpainted_1730128952.png,"[[364, 1426], [560, 1426], [560, 1498], [364, 1498]]",愛上我.
1730128952.png,inpainted_1730128952.png,"[[148, -83], [489, 85], [393, 266], [52, 97]]",公涂
1730128956.png,inpainted_1730128956.png,"[[300, 1098], [630, 1098], [630, 1170], [300, 1170]]",可能就是知道
1730128956.png,inpainted_1730128956.png,"[[317, 1167], [613, 1167], [613, 1235], [317, 1235]]",會變成這樣.
1730128959.png,inpainted_1730128959.png,"[[284, 1900], [592, 1900], [592, 1972], [284, 1972]]",我該怎么力.
1730128961.png,inpainted_1730128961.png,"[[575, 916], [863, 916], [863, 988], [575, 988]]",怎么做才能
1730128961.png,inpainted_1730128961.png,"[[626, 986], [824, 986], [824, 1058], [626, 1058]]",保護你.
1730128961.png,inpainted_1730128961.png,"[[324, 1978], [662, 1978], [662, 2052], [324, 2052]]",是因為我沒有
1730128961.png,inpainted_1730128961.png,"[[369, 2049], [607, 2049], [607, 2121], [369, 2121]]",放開你嗎
1730128962.png,inpainted_1730128962.png,"[[183, 1433], [543, 1433], [543, 1497], [183, 1497]]",是因為我是怪物
1730128962.png,inpainted_1730128962.png,"[[182, 1496], [538, 1496], [538, 1560], [182, 1560]]",佘囹了自己不該
1730128962.png,inpainted_1730128962.png,"[[285, 1561], [445, 1561], [445, 1623], [285, 1623]]",貪囹的
1730128962.png,inpainted_1730128962.png,"[[497, 1751], [759, 1751], [759, 1815], [497, 1815]]",才這樣的嗎
1730128964.png,inpainted_1730128964.png,"[[584, 1799], [792, 1799], [792, 1861], [584, 1861]]",但我怎么
1730128964.png,inpainted_1730128964.png,"[[555, 1861], [833, 1861], [833, 1925], [555, 1925]]",能讓你走呢.
1730128964.png,inpainted_1730128964.png,"[[151, 185], [262, 164], [332, 565], [221, 586]]",
1730128966.png,inpainted_1730128966.png,"[[345, 1581], [595, 1581], [595, 1645], [345, 1645]]",回到不認識
1730128966.png,inpainted_1730128966.png,"[[383, 1645], [547, 1645], [547, 1709], [383, 1709]]",你之前
1730128968.png,inpainted_1730128968.png,"[[563, 575], [839, 575], [839, 639], [563, 639]]",已經太晚了.
1730128968.png,inpainted_1730128968.png,"[[259, 1525], [489, 1525], [489, 1587], [259, 1587]]",我的戀人.
1730128973.png,inpainted_1730128973.png,"[[620, 1512], [884, 1512], [884, 1576], [620, 1576]]",我的救世主
1730128973.png,inpainted_1730128973.png,"[[877, 1545], [893, 1545], [893, 1569], [877, 1569]]",0
1730128997.png,inpainted_1730128997.png,"[[369, 335], [699, 335], [699, 403], [369, 403]]",我的拉利埃特
1730128997.png,inpainted_1730128997.png,"[[72, 1713], [899, 1713], [899, 1955], [72, 1955]]",")""蚤"
1730128997.png,inpainted_1730128997.png,"[[168, 1906], [212, 1906], [212, 1932], [168, 1932]]",:-^
1730128997.png,inpainted_1730128997.png,"[[395, 1894], [947, 1894], [947, 2127], [395, 2127]]",g%9]3
1730128998.png,inpainted_1730128998.png,"[[481, 145], [615, 145], [615, 253], [481, 253]]",64
1730128998.png,inpainted_1730128998.png,"[[341, 359], [629, 359], [629, 395], [341, 395]]",旦虱0人|144:23l言
1730128998.png,inpainted_1730128998.png,"[[640, 360], [772, 360], [772, 392], [640, 392]]",皂4筩0|己|
1730128998.png,inpainted_1730128998.png,"[[432, 624], [660, 624], [660, 680], [432, 680]]",第一季完結
1730128998.png,inpainted_1730128998.png,"[[508, 732], [574, 732], [574, 762], [508, 762]]",BGM
1730128998.png,inpainted_1730128998.png,"[[487, 763], [595, 763], [595, 799], [487, 799]]",MZ-邯}吾
1730128998.png,inpainted_1730128998.png,"[[481, 1077], [599, 1077], [599, 1117], [481, 1117]]",u]o4|
1730128998.png,inpainted_1730128998.png,"[[531, 1135], [659, 1135], [659, 1173], [531, 1173]]",@_e ssie
1730128998.png,inpainted_1730128998.png,"[[453, 1195], [509, 1195], [509, 1231], [453, 1231]]",44
1730128998.png,inpainted_1730128998.png,"[[523, 1197], [637, 1197], [637, 1233], [523, 1233]]",三5ig
1730128998.png,inpainted_1730128998.png,"[[105, 1163], [400, 1163], [400, 1392], [105, 1392]]",i0
1730128998.png,inpainted_1730128998.png,"[[365, 1267], [475, 1267], [475, 1379], [365, 1379]]",
1730128998.png,inpainted_1730128998.png,"[[474, 1233], [656, 1233], [656, 1356], [474, 1356]]",e)yalugs
1730128998.png,inpainted_1730128998.png,"[[493, 1357], [595, 1357], [595, 1393], [493, 1393]]",4卦f罟
1730128998.png,inpainted_1730128998.png,"[[449, 1399], [631, 1399], [631, 1435], [449, 1435]]","L三,HlL2,泄f"
1730128998.png,inpainted_1730128998.png,"[[461, 1441], [623, 1441], [623, 1477], [461, 1477]]","a鬯,叫^,叫2"
1730128998.png,inpainted_1730128998.png,"[[938, 1300], [1065, 1290], [1067, 1372], [940, 1381]]",
